	(1)	(2)
VARIABLES	Y_B	Y_B
		
x1	0.0993	0.0995
	(0.00106)	(0.00116)
x2	0.494	0.498
	(0.00671)	(0.00731)
x3	-0.246	-0.247
	(0.00911)	(0.00989)
x4	-0.210	-0.211
	(0.00634)	(0.00690)
x5	-0.149	-0.155
	(0.00621)	(0.00676)
eggs	0.411	0.584
	(0.00545)	(0.00475)
conflict	-0.299	
	(0.00504)	
Constant	3.002	2.828
	(0.00594)	(0.00566)
		
Observations	20,000	20,000
R-squared	0.644	0.581
Robust standard errors in parentheses		
